Air temperature (C),Relative humidity (%),Air velocity (m/s),Radiant temperature (C),Clo,Met,Thermal comfort
24.0,67.0,0.11,24.2,0.42,1.04,5
24.4,42.0,0.12,24.4,0.82,1.35,5.0
25.1,49.0,0.29,25.2,0.62,1.0,6.0
22.9,55.8,0.08,23.3,0.87,1.2,4.0
23.1,46.0,0.15,23.3,0.52,1.49,6
21.5,28.3,0.1,22.6,0.53,1.0,6
21.6,63.0,0.25,22.9,1.1,1.26,6.0
29.1,78.4,0.53,30.5,0.31,1.2,5.0
24.0,32.8,0.04,24.0,0.44,1.0,5
22.8,67.5,0.0,23.2,0.85,1.6,5.0
20.7,56.7,0.03,21.2,0.46,1.2,5.0
23.3,42.5,0.22,23.7,0.68,1.05,5
25.0,63.0,0.25,25.0,0.57,1.66,3.0
23.7,64.5,0.15,23.1,0.94,1.0,6.0
21.8,42.3,0.05,21.5,0.69,1.0,3.0
24.0,57.6,0.08,24.1,0.85,1.4,5.0
23.8,30.0,0.16,22.4,0.42,1.1,2.0
24.8,58.2,0.05,25.3,0.54,1.0,3.0
24.8,53.3,0.17,26.0,0.35,1.2,5.0
22.6,51.2,0.17,24.4,0.96,1.0,5.0
23.0,66.0,0.25,24.0,0.69,1.02,1.0
29.2,54.1,0.74,29.5,0.74,1.2,5.0
25.8,40.7,0.1,23.5,0.6,1.1,2.0
23.8,49.2,0.18,23.9,0.43,1.0,3.0
28.5,50.2,0.42,28.9,0.32,1.2,5.0
22.7,65.5,0.07,23.1,0.54,1.0,4.0
21.7,63.3,0.03,21.7,0.74,1.4,5.0
26.4,51.5,0.33,26.1,0.6,1.1,2.0
23.8,62.6,0.09,23.7,0.86,1.2,4.0
22.0,35.9,0.15,19.7,1.12,1.1,2.0
23.1,31.0,0.08,23.3,1.18,1.2,5
21.5,46.0,0.01,21.9,0.76,1.0,4
21.6,43.5,0.07,22.0,0.81,1.2,4
22.9,60.2,0.11,22.3,0.7,1.2,6.0
23.6,56.0,0.1,23.8,0.52,1.34,5
13.8,37.7,0.08,13.7,0.86,1.2,2.0
22.7,70.0,0.07,22.9,0.76,1.4,6.0
22.3,45.2,0.1,21.9,0.8,1.27,5
20.6,57.2,0.15,21.1,0.58,1.2,5.0
29.6,77.7,0.43,27.9,0.49,1.2,3.0
26.6,64.0,0.31,27.7,0.49,1.2,3.0
24.0,28.7,0.04,24.5,0.48,1.0,4
23.2,57.0,0.1,23.4,0.56,1.24,5
21.3,28.2,0.07,18.8,0.99,1.1,2.0
23.4,45.9,0.05,23.4,0.6,1.2,4.0
28.5,62.8,1.5,25.4,0.6,1.1,2.0
28.3,79.4,0.3,28.8,0.35,1.2,2.0
23.6,40.7,0.03,23.7,0.81,1.0,5
22.4,60.0,0.19,22.9,0.51,1.19,6
22.4,46.3,0.12,22.9,0.58,1.4,4
23.0,61.6,0.02,23.1,0.76,1.2,5.0
20.9,39.0,0.16,21.7,0.75,1.14,6
21.9,64.7,0.07,22.3,1.11,1.0,3.0
30.0,30.6,0.34,28.8,0.64,1.1,2.0
22.9,37.3,0.08,22.9,0.95,1.0,5
30.2,54.7,0.25,30.1,0.54,1.0,5.0
26.1,58.7,0.29,25.2,0.67,1.1,5.0
23.5,36.0,0.1,23.9,0.96,1.24,3.0
22.3,34.2,0.07,22.6,0.62,1.0,5
24.3,31.2,0.22,22.9,1.21,1.1,2.0
29.6,67.1,0.68,27.0,0.67,1.1,2.0
23.0,24.4,0.11,21.5,0.99,1.1,2.0
22.5,56.7,0.02,22.7,0.61,1.2,6.0
22.2,62.0,0.15,23.1,0.83,1.48,5.0
22.2,49.3,0.12,22.5,0.48,1.2,3
23.4,58.4,0.09,22.7,0.8,1.2,3.0
23.7,63.0,0.15,23.9,0.33,1.39,6
22.7,65.7,0.07,22.9,0.85,1.2,4.0
27.6,64.6,0.68,27.2,0.52,1.0,1.0
23.3,59.1,0.04,23.4,0.93,1.4,4.0
27.8,63.3,0.42,28.2,0.4,1.2,3.0
31.0,59.1,0.58,32.9,0.29,1.2,3.0
25.7,48.7,0.01,27.8,0.38,1.2,5.0
24.5,43.0,0.06,25.4,1.03,1.05,3.0
30.3,57.8,0.4,31.5,0.1,1.2,3.0
22.8,28.8,0.14,23.5,0.66,1.2,5
23.7,55.0,0.11,24.3,0.3,1.39,4
23.4,69.5,0.1,23.6,0.52,1.0,4.0
18.6,61.8,0.1,18.8,0.48,1.2,5.0
28.4,77.7,0.19,28.9,0.59,1.2,3.0
30.5,68.1,0.62,31.1,0.9,1.2,5.0
21.9,54.1,0.0,22.2,0.77,2.0,5.0
25.1,57.0,0.22,25.8,0.35,1.49,5
24.2,64.9,0.12,24.2,0.5,1.2,4.0
24.4,43.2,0.15,24.5,0.52,1.1,4
23.5,47.3,0.12,23.6,0.35,1.0,4
21.1,39.0,0.11,21.7,0.85,1.06,3.0
25.9,43.9,0.34,26.6,0.67,1.1,2.0
30.9,68.7,0.72,31.7,0.31,1.2,3.0
22.8,48.0,0.12,23.1,0.41,1.79,3
31.1,72.7,0.21,31.4,0.54,1.6,5.0
20.8,58.1,0.03,21.2,0.7,1.0,3
23.1,36.0,0.07,23.5,0.91,1.0,3
23.8,47.4,0.09,23.9,0.47,1.12,5
24.3,41.0,0.02,25.3,1.01,1.41,3.0
23.0,65.1,0.07,23.2,0.75,1.0,5.0
23.0,28.8,0.16,21.5,0.74,1.1,2.0
19.2,39.6,0.02,19.5,1.37,1.2,3
22.1,39.4,0.19,23.6,0.46,1.29,4
22.4,50.9,0.15,22.3,0.78,1.0,5
22.3,42.0,0.19,23.6,0.64,1.25,1.0
23.8,37.0,0.1,22.2,0.96,1.1,2.0
26.3,45.7,0.15,26.8,0.46,1.1,2.0
22.4,32.5,0.12,22.9,0.62,1.0,4
21.4,46.0,0.21,21.4,0.76,1.26,4
24.4,42.4,0.08,23.2,0.4,1.0,5.0
28.3,64.7,0.67,25.6,0.67,1.1,2.0
22.5,34.5,0.5,25.3,0.52,1.1,5.0
22.4,60.2,0.35,23.9,0.72,1.2,5.0
23.4,53.5,0.08,23.7,0.5,1.0,4
22.1,65.8,0.35,22.7,0.55,1.2,3.0
28.6,58.1,0.28,29.0,0.36,1.2,3.0
21.5,47.0,0.11,21.7,0.66,1.39,5
23.3,46.0,0.16,23.5,0.8,0.99,5
23.4,38.5,0.13,23.3,0.49,1.12,3
22.7,25.4,0.08,23.1,1.0,1.2,4
30.5,68.1,0.62,31.1,0.49,1.2,3.0
25.0,52.0,0.23,25.5,0.39,1.79,5.0
23.9,28.7,0.18,22.5,0.65,1.1,5.0
21.8,38.4,0.05,22.0,0.27,1.0,4
24.6,30.2,0.02,25.2,0.69,1.2,5.0
18.3,23.3,0.2,16.4,1.24,1.1,2.0
22.6,26.9,0.07,22.8,0.58,1.2,5
23.4,30.8,0.08,22.0,0.4,1.5,3.0
21.8,62.0,0.11,22.2,0.27,1.24,3
30.3,65.1,0.02,29.7,0.46,1.1,1.0
17.8,37.6,0.16,16.4,1.44,1.1,2.0
22.4,36.0,0.09,22.4,1.42,1.11,6.0
22.5,58.0,0.12,22.6,0.35,1.24,3
22.6,65.4,0.03,22.7,0.68,1.0,6.0
22.7,45.6,0.07,22.8,0.62,1.0,3.0
22.4,72.1,0.22,23.2,0.63,1.0,5.0
23.2,63.0,0.1,23.4,0.61,1.42,5
22.7,56.1,0.03,22.8,0.62,1.0,4.0
20.2,33.9,0.14,20.6,0.82,1.0,5.0
19.9,22.8,0.14,20.1,0.59,1.0,2
28.9,69.1,0.05,28.3,0.67,1.1,1.0
25.8,40.9,0.14,23.8,0.96,1.1,2.0
29.2,67.1,0.8,25.9,0.46,1.1,2.0
23.3,31.7,0.04,23.3,0.52,1.2,5
21.8,26.3,0.06,21.8,0.53,1.0,5
28.3,61.5,0.11,29.9,0.31,1.2,2.0
29.4,59.2,0.62,32.3,0.39,1.2,5.0
26.3,44.5,0.14,24.4,0.63,1.1,2.0
32.0,61.9,0.18,33.5,0.49,1.2,5.0
26.8,63.8,0.24,27.0,0.47,1.6,5.0
20.5,46.9,0.02,20.7,0.75,1.0,3
27.8,65.6,1.54,25.9,0.6,1.1,2.0
21.3,25.2,0.21,22.2,0.46,1.2,3.0
23.8,62.0,0.15,24.2,0.26,1.39,6
23.1,39.2,0.13,22.6,0.5,1.2,5.0
22.7,47.3,0.06,23.1,0.79,1.24,5
21.3,61.2,0.07,21.4,0.8,1.0,5.0
21.8,68.5,0.13,22.7,0.46,1.4,6.0
28.1,79.9,0.15,28.7,0.31,1.2,2.0
22.6,67.5,0.12,22.9,0.73,1.2,2.0
21.6,29.2,0.1,20.0,0.95,1.1,2.0
24.2,66.1,0.22,24.7,0.54,1.6,2.0
24.2,24.0,0.06,24.1,0.84,1.4,3
27.7,41.3,0.09,27.6,1.4,1.0,3.0
21.3,29.0,0.02,21.7,0.57,1.2,3
13.8,37.7,0.08,13.7,1.71,1.2,3.0
21.2,30.7,0.14,21.6,0.71,1.6,5.0
23.9,67.8,0.05,24.4,0.77,1.0,5.0
23.4,40.0,0.13,23.8,0.83,0.99,5
29.4,40.3,0.18,29.8,0.19,1.2,5.0
22.4,66.5,0.05,22.8,0.77,1.2,5.0
21.6,37.8,0.08,21.8,0.52,1.0,6
14.1,43.0,0.16,14.8,1.31,1.2,1.0
23.5,19.5,0.06,23.0,1.0,1.6,3.0
21.5,54.6,0.06,22.6,0.74,1.0,5.0
24.4,62.0,0.1,24.8,0.92,1.66,5.0
28.5,50.2,0.42,28.9,0.64,1.2,5.0
27.9,45.7,0.41,28.2,0.18,1.6,5.0
28.1,60.5,0.05,28.6,0.29,1.2,5.0
21.9,26.6,0.03,22.4,0.53,1.0,4
22.4,65.9,0.18,22.7,0.89,1.2,5.0
22.1,45.9,0.06,22.2,1.01,1.0,3.0
25.7,24.3,0.06,26.8,0.48,1.2,5
29.8,73.4,0.18,30.6,0.18,1.2,3.0
23.5,60.9,0.12,23.7,0.54,1.0,5.0
23.3,51.7,0.09,23.4,0.53,1.2,4
23.6,30.9,0.04,23.9,0.89,1.0,2
27.3,47.6,0.77,27.9,0.31,1.2,2.0
21.1,47.0,0.08,21.2,0.82,1.02,4.0
20.6,36.3,0.11,23.7,0.65,1.1,1.0
22.8,49.8,0.27,24.9,0.46,1.1,2.0
23.4,39.3,0.06,23.5,0.87,1.2,6
24.5,45.3,0.1,24.4,1.1,1.1,6.0
22.4,39.0,0.4,24.9,0.87,1.2,5.0
26.2,49.1,0.53,26.5,0.67,1.2,2.0
23.5,35.0,0.02,23.5,1.2,0.94,5.0
22.6,49.3,0.22,23.0,0.33,1.37,6
18.2,39.7,0.06,19.8,2.8,0.8,5.0
20.7,55.5,0.13,21.1,1.11,1.2,5.0
30.0,68.4,0.61,30.7,0.22,1.2,3.0
21.9,34.6,0.06,22.4,0.56,1.2,4
25.2,58.1,0.33,24.3,2.22,0.8,5.0
19.7,31.5,1.33,22.4,0.56,1.2,5.0
22.1,25.2,0.06,21.0,1.1,1.2,4.0
22.9,38.4,0.05,23.2,0.62,1.2,6
27.6,23.4,0.22,26.2,0.31,1.1,2.0
23.6,41.9,0.05,23.8,0.43,1.2,5
27.3,73.3,0.2,29.4,0.4,1.2,5.0
23.5,59.5,0.09,23.8,0.85,1.0,3.0
22.1,28.4,0.11,22.5,0.62,1.2,4
23.2,45.9,0.05,23.4,0.93,1.2,5.0
25.0,63.9,0.16,25.0,0.62,1.0,4.0
29.9,52.5,0.19,30.9,0.31,1.2,5.0
22.9,41.5,0.15,23.5,0.57,1.0,4
23.2,35.8,0.13,23.4,0.79,1.1,5
22.5,42.2,0.06,22.6,0.8,1.0,5
23.0,32.7,0.18,23.8,0.46,1.07,4
22.9,43.3,0.1,22.8,0.46,2.0,5.0
28.0,24.9,0.2,26.1,0.35,1.1,5.0
23.8,47.9,0.14,25.9,0.47,1.6,3.0
21.3,42.1,0.07,21.5,0.73,1.39,5
25.3,46.4,0.52,25.8,0.46,1.1,2.0
27.0,58.0,0.36,27.5,0.6,0.9,3.0
19.0,31.1,0.21,16.8,1.16,1.0,2.0
30.5,72.6,0.56,32.1,0.1,1.2,3.0
23.5,10.4,0.03,21.7,1.4,1.2,4.0
23.5,38.8,0.18,23.7,0.5,1.54,5
21.7,64.0,0.06,22.1,0.98,1.35,4
23.8,35.7,0.15,21.4,1.05,1.1,2.0
24.0,30.4,0.5,25.6,1.41,1.1,1.0
24.1,37.0,0.16,22.7,1.02,1.0,3.0
22.4,39.0,0.4,24.9,0.65,1.6,5.0
24.2,45.0,0.1,24.4,0.42,1.39,5
22.9,40.4,0.06,22.9,0.62,1.0,3
13.5,46.0,0.19,13.8,0.8,1.2,3.0
22.9,48.0,0.1,23.1,0.59,1.24,5
17.2,73.9,0.1,17.4,1.2,1.2,5.0
21.2,34.0,0.17,21.6,1.04,1.16,4.0
24.2,55.0,0.1,24.1,0.5,1.59,5
22.1,37.3,0.13,22.6,0.79,1.27,5
24.1,38.0,0.09,22.6,0.7,1.1,2.0
31.0,58.6,0.29,32.7,0.4,1.2,5.0
22.9,47.0,0.1,23.1,0.52,1.0,5
25.3,60.0,0.1,25.5,0.52,1.37,4
20.7,55.5,0.13,21.1,0.55,1.6,5.0
23.2,42.6,0.09,23.5,0.98,1.4,5
27.1,39.4,0.24,27.2,0.48,1.0,3.0
25.6,17.6,0.55,16.6,0.63,1.2,5
21.2,46.6,0.06,21.6,0.92,1.9,5.0
27.5,49.6,0.51,28.2,0.41,1.2,5.0
27.5,55.0,0.23,29.2,0.31,1.2,5.0
24.8,51.0,0.04,25.6,0.53,1.06,3.0
23.1,52.7,0.06,23.7,0.34,1.0,3
27.0,75.1,0.13,27.8,0.66,1.2,5.0
22.9,26.8,0.15,20.8,0.75,1.1,2.0
21.1,30.3,0.07,21.3,0.76,1.0,6
23.7,29.6,0.07,23.9,0.84,1.0,5
29.9,72.4,0.21,30.7,0.54,1.6,3.0
30.3,70.5,0.12,30.8,0.29,1.6,3.0
25.7,40.2,0.23,23.9,0.69,1.1,2.0
24.0,67.7,0.08,24.6,0.56,1.2,5.0
21.7,49.3,0.14,22.1,0.67,1.2,3
23.9,71.1,0.31,25.0,0.64,1.2,5.0
20.0,70.5,0.07,20.6,0.46,1.6,3.0
25.0,68.6,0.06,25.3,0.36,1.4,6.0
28.4,23.6,0.15,26.5,0.22,1.1,2.0
23.0,53.0,0.13,23.4,0.36,1.19,5
23.1,48.5,0.15,23.3,0.53,1.25,5
21.3,25.6,0.4,20.1,1.06,1.1,2.0
27.1,74.1,0.13,27.8,0.41,1.2,3.0
24.4,60.5,0.1,24.7,1.5,0.8,5.0
30.2,28.9,0.14,28.9,0.64,1.1,5.0
18.5,50.6,0.1,19.6,0.69,1.57,5
21.9,71.0,0.27,22.5,0.39,1.31,3.0
22.6,48.5,0.06,22.9,0.56,1.2,4
22.9,33.8,0.16,23.3,0.53,1.69,2
23.6,59.8,0.05,23.7,0.85,1.0,4.0
23.9,51.2,0.02,23.9,0.45,1.0,6.0
22.3,61.6,0.13,23.0,0.51,1.0,3.0
22.8,59.3,0.05,23.0,0.7,1.0,6.0
21.1,66.8,0.1,21.4,0.53,1.0,4.0
23.8,54.0,0.17,23.8,0.33,1.24,5
28.1,66.4,0.1,27.5,0.67,1.1,2.0
21.6,58.0,0.17,21.9,0.72,0.99,2
27.0,74.2,0.1,27.7,0.23,1.2,5.0
28.0,48.6,0.48,25.1,0.64,1.2,3.0
24.0,33.7,0.05,22.6,0.8,1.1,2.0
21.1,59.7,0.07,21.2,0.82,1.34,6
23.6,45.0,0.16,23.9,0.49,1.44,4
27.9,46.3,0.41,28.2,0.47,1.2,5.0
21.4,51.3,0.05,21.6,0.66,1.0,5
24.2,33.0,0.15,22.5,0.96,1.1,2.0
21.6,46.9,0.17,24.4,0.49,1.6,5.0
23.7,64.6,0.12,24.0,0.62,1.2,5.0
22.3,42.5,0.08,22.7,0.79,1.0,6
22.9,58.5,0.07,22.0,0.6,1.0,4.0
22.2,53.1,0.23,22.4,0.7,1.12,3
23.9,10.0,0.06,23.1,0.5,1.4,3.0
23.8,48.0,0.06,23.4,0.7,1.1,4.0
22.4,48.0,0.1,22.4,0.35,1.37,2
20.4,56.5,0.03,20.9,0.46,1.2,5.0
23.5,47.0,0.1,23.5,0.47,1.39,5
22.6,49.0,0.1,22.9,0.54,1.54,3
22.3,59.0,0.1,22.6,0.67,1.86,5
21.7,20.7,0.1,22.0,0.63,1.0,5
24.8,46.4,0.28,24.0,0.67,1.1,2.0
26.3,59.0,0.18,25.3,0.71,1.1,2.0
23.9,52.0,0.15,24.6,0.45,1.59,5
21.4,58.9,0.1,21.7,0.54,1.0,5.0
23.0,65.0,0.12,23.4,0.38,1.29,4
22.8,37.6,0.06,22.9,0.62,1.0,4
28.6,79.4,0.39,29.6,0.31,1.2,5.0
30.4,69.5,0.56,30.7,0.55,1.2,3.0
22.0,53.5,0.05,22.7,1.08,1.0,5.0
29.7,51.3,0.12,30.0,0.29,1.6,2.0
23.4,42.0,0.13,23.8,0.75,1.29,5
23.3,51.6,0.09,23.4,0.7,1.6,6
27.8,40.0,0.11,28.1,0.54,1.0,3.0
21.9,43.3,0.06,22.2,0.42,1.24,4
24.0,42.2,0.09,24.3,0.55,1.24,6
23.1,33.5,0.06,23.8,1.13,1.2,5.0
26.7,49.4,0.41,25.6,0.71,1.2,2.0
22.9,42.1,0.12,23.1,0.26,1.55,5
22.7,57.6,0.08,23.6,0.86,1.4,3.0
29.0,64.0,0.39,30.9,0.1,1.2,3.0
24.6,30.2,0.02,25.2,0.66,1.2,5.0
21.6,44.3,0.19,22.2,0.78,1.25,6
22.8,10.7,0.12,23.1,0.7,1.2,5.0
21.5,39.0,0.07,22.0,0.69,1.4,4.0
23.0,67.0,0.18,23.2,0.45,1.0,3.0
23.2,40.9,0.15,23.7,0.47,1.2,4
23.0,31.7,0.15,23.5,0.43,1.2,4
23.6,47.8,0.16,23.7,0.56,1.27,6
22.7,59.5,0.11,22.2,0.5,1.2,5.0
23.6,23.0,0.08,22.7,0.8,1.1,5.0
20.4,48.4,0.09,20.9,0.63,1.0,5
29.9,77.8,0.33,30.8,0.2,1.2,5.0
22.4,44.7,0.06,22.5,0.4,1.38,5
22.6,38.6,0.14,23.3,1.1,1.2,5.0
17.8,25.1,0.21,16.8,1.24,1.1,5.0
25.1,47.7,0.26,24.4,0.64,1.1,2.0
23.7,50.0,0.09,23.7,0.53,1.2,5.0
24.3,41.0,0.1,24.4,0.6,1.39,5
24.9,34.0,0.14,23.0,0.96,1.1,2.0
22.3,43.7,0.14,22.7,0.57,1.49,5
23.4,34.7,0.06,22.6,0.4,1.1,6.0
23.4,36.8,0.05,23.5,0.46,1.2,4
21.2,67.0,0.13,21.2,0.52,1.39,5
21.1,55.6,0.07,22.6,0.84,1.0,5.0
24.9,47.1,0.29,24.8,0.71,1.1,2.0
20.4,43.6,0.24,21.8,0.38,1.6,5
21.6,69.6,0.02,21.7,0.73,1.0,6.0
21.5,24.5,0.15,20.3,1.06,1.1,5.0
24.0,65.7,0.1,24.2,0.86,1.2,3.0
22.8,63.6,0.11,22.8,0.86,1.0,4.0
21.9,67.2,0.12,22.0,0.41,1.2,5.0
25.3,58.0,0.13,26.0,0.4,1.2,5.0
20.1,63.8,0.04,17.2,0.97,1.1,2.0
23.2,20.0,0.06,21.5,0.8,1.0,3.0
22.6,32.5,0.13,23.0,0.71,1.2,4
16.3,24.2,0.16,15.1,1.74,1.1,2.0
24.0,12.7,0.07,22.8,0.8,1.2,3.0
17.6,59.8,0.1,18.1,1.28,1.2,5.0
23.3,52.0,0.11,23.2,0.5,1.14,5
15.0,35.8,0.12,15.8,0.99,1.2,5.0
22.0,36.4,0.05,22.1,0.59,1.0,4
30.1,69.1,0.15,29.6,0.67,1.1,5.0
26.4,45.0,0.12,28.2,0.57,1.21,3.0
28.6,45.9,0.72,29.1,0.31,1.2,5.0
18.0,40.2,0.17,16.6,1.44,1.1,3.0
28.4,52.6,0.23,28.5,0.4,1.2,5.0
27.8,49.4,0.34,28.1,0.31,1.2,5.0
22.8,48.0,0.06,22.8,0.95,1.0,4.0
23.8,68.7,0.09,24.2,0.58,1.0,5
29.0,64.0,0.39,30.9,0.23,1.2,5.0
24.4,62.8,0.49,24.9,0.33,1.22,5
23.9,45.0,0.2,23.8,0.27,1.26,3
24.6,35.1,0.43,24.6,0.43,1.34,6
21.8,66.5,0.14,22.4,0.92,1.4,5.0
23.2,38.8,0.18,23.7,0.46,1.6,3
30.2,65.6,0.03,29.9,0.67,1.1,5.0
21.8,59.0,0.08,22.0,2.16,1.0,5.0
27.8,50.8,0.17,26.6,0.71,1.1,2.0
30.5,68.1,0.62,31.1,0.65,1.2,5.0
23.5,43.5,0.09,23.6,0.58,1.0,6.0
24.0,50.8,0.02,24.2,0.44,1.0,1.0
23.7,46.8,0.07,23.0,0.4,1.0,6.0
25.7,62.0,0.04,26.1,0.52,1.2,3.0
24.4,53.0,0.02,26.0,0.74,1.43,6.0
18.8,54.7,0.03,19.4,1.2,1.2,3.0
22.4,42.8,0.09,22.4,0.32,1.53,5
31.8,79.5,0.24,31.9,0.63,0.8,3.0
23.3,43.3,0.24,24.1,0.33,1.52,5
25.5,42.0,0.17,23.5,0.7,1.1,2.0
31.4,63.7,1.32,33.9,0.4,1.2,5.0
28.8,78.3,0.33,29.9,0.5,1.2,5.0
24.3,55.7,0.15,24.3,0.47,1.0,5.0
22.3,35.5,0.17,22.2,0.6,1.14,5
22.4,52.6,0.16,22.8,0.49,1.37,5
23.2,19.8,0.05,21.9,0.5,1.0,5.0
22.3,39.5,0.08,22.5,0.82,1.38,5
24.3,30.7,0.05,24.4,0.81,0.8,5.0
32.0,64.5,0.17,33.1,0.33,1.2,2.0
23.0,32.4,0.26,21.6,0.72,1.1,2.0
30.0,72.8,0.12,30.8,0.29,1.2,3.0
21.7,55.6,0.19,22.0,0.7,1.4,3
26.2,39.9,0.77,23.4,1.2,1.1,1.0
23.5,30.8,0.07,23.7,0.67,1.2,3
25.8,40.7,0.1,23.5,1.2,1.1,5.0
26.9,49.0,0.51,28.2,0.5,1.6,5.0
24.3,41.0,0.1,24.5,0.47,1.26,5
15.6,52.8,0.11,16.2,0.84,1.2,3.0
23.4,63.0,0.12,24.0,0.33,1.19,6
21.5,43.5,0.09,21.5,0.69,1.0,5.0
20.3,59.7,0.1,19.3,0.45,0.8,5.0
23.5,37.7,0.09,23.5,0.59,1.4,5
30.5,68.1,0.62,31.1,0.4,1.2,3.0
23.5,55.4,0.07,23.9,0.63,1.2,5.0
27.5,55.0,0.23,29.2,0.49,1.2,3.0
23.1,45.9,0.05,23.1,0.51,1.4,2.0
24.3,41.0,0.1,24.4,0.29,1.79,5
23.3,56.0,0.1,24.6,0.78,1.24,5
23.0,59.0,0.1,23.2,0.3,0.99,5
24.2,33.0,0.15,22.5,0.96,1.1,2.0
23.3,57.0,0.12,23.4,0.41,1.39,4
24.5,40.5,0.2,24.6,0.36,1.37,6
21.7,39.5,0.13,21.8,0.72,1.12,6
21.9,36.0,0.15,21.0,0.6,1.5,6.0
24.2,53.8,0.25,25.0,0.77,1.2,5.0
20.3,63.9,0.13,20.6,2.1,1.2,2.0
23.7,54.3,0.15,23.9,0.33,1.0,6.0
24.1,55.8,0.2,24.6,0.4,1.2,5.0
23.0,61.0,0.16,23.2,0.29,0.99,6
22.2,31.5,0.27,22.5,0.61,1.0,6
29.0,76.0,0.5,30.7,0.46,1.2,5.0
27.9,62.3,0.43,28.1,0.31,1.2,5.0
24.8,48.6,0.16,25.3,0.56,1.4,5
22.2,57.7,0.08,21.6,0.7,1.5,6.0
27.0,75.3,0.03,27.7,0.85,1.2,5.0
26.5,64.9,0.07,26.8,0.49,1.0,3.0
23.4,64.1,0.03,23.7,0.62,1.2,3.0
30.9,69.7,0.53,31.3,0.33,1.2,5.0
29.4,52.2,0.25,29.5,0.37,1.2,3.0
20.7,49.0,0.08,20.5,1.18,1.02,5.0
21.1,32.9,0.16,22.0,0.91,0.9,5.0
21.9,46.3,0.06,21.7,0.83,1.0,5.0
27.3,47.6,0.77,27.9,0.49,1.2,5.0
24.1,60.0,0.16,24.5,0.63,1.39,3
23.2,21.5,0.07,23.4,0.67,1.2,6
22.1,61.9,0.1,22.3,0.58,1.0,5.0
29.6,81.8,0.96,29.8,0.74,1.2,3.0
22.8,56.6,0.08,22.8,0.43,1.0,5.0
23.1,43.1,0.09,22.3,1.6,1.3,5.0
22.8,52.8,0.14,22.9,0.48,1.19,6
24.1,45.2,0.01,24.0,0.94,1.2,6.0
22.0,50.3,0.16,22.5,0.74,1.03,5
32.3,74.3,0.6,32.8,0.23,1.2,2.0
22.6,42.7,0.02,22.7,0.78,1.0,6
25.4,24.8,0.04,25.8,0.76,1.2,5
21.4,37.7,0.14,22.1,0.48,1.36,5
22.8,42.0,0.02,23.0,0.48,1.0,6
30.4,71.4,0.53,30.9,0.33,1.2,2.0
22.9,42.5,0.09,22.9,0.57,1.42,5
19.9,20.7,0.25,17.9,1.32,1.1,2.0
22.3,52.0,0.16,22.4,0.46,1.49,2
29.4,59.2,0.62,32.3,0.49,1.2,5.0
23.4,19.8,0.06,21.9,0.7,1.3,5.0
24.6,57.0,0.15,25.7,0.6,1.34,5
22.1,34.3,0.15,23.0,0.53,1.12,2
22.3,43.2,0.15,22.5,1.19,1.66,4
23.1,57.5,0.07,23.4,0.76,1.2,4.0
23.7,58.0,0.12,23.9,0.74,1.39,4
23.1,44.3,0.07,23.2,0.53,1.0,5.0
19.7,51.0,0.17,20.1,0.74,1.07,6
23.4,41.0,0.1,23.7,0.68,1.54,5
24.5,52.0,0.1,24.7,0.44,1.47,6
22.5,57.0,0.13,22.8,0.52,1.74,5
23.0,22.8,0.07,22.2,0.7,1.2,4.0
25.3,57.0,0.12,25.5,0.36,0.99,2
23.2,26.7,0.2,22.4,1.7,1.2,4.0
20.8,48.3,0.1,21.2,0.46,1.66,6
20.9,36.3,0.11,21.1,0.78,1.6,5.0
22.7,44.2,0.11,22.8,0.46,1.2,5.0
22.9,47.0,0.15,23.0,0.59,1.29,5
28.8,45.0,0.65,29.1,0.39,1.2,3.0
27.4,57.1,0.66,29.3,0.26,1.2,3.0
21.5,45.4,0.07,21.9,0.89,1.05,5
22.5,64.2,0.03,22.5,0.86,1.0,1.0
23.7,49.4,0.04,23.9,0.5,1.0,5.0
23.1,47.0,0.1,23.5,0.68,0.99,1
21.4,45.1,0.09,21.7,0.53,1.2,6
17.6,59.8,0.1,18.1,1.76,1.6,3.0
23.6,46.0,0.1,23.7,0.52,1.39,5
22.2,37.0,0.42,19.8,0.57,1.1,2.0
20.3,51.6,0.11,20.4,0.46,1.1,2.0
22.6,65.0,0.05,22.6,0.56,1.2,5.0
21.9,32.1,0.07,22.3,0.6,1.2,4
25.6,41.2,0.32,24.8,0.71,1.2,2.0
22.2,28.1,0.1,22.7,1.09,1.0,4
21.9,29.8,0.11,22.1,0.88,1.0,6
24.2,53.0,0.05,25.1,0.53,1.2,5.0
23.0,58.5,0.02,23.3,0.62,1.4,6.0
23.1,56.2,0.11,23.0,0.54,1.0,6.0
28.4,63.9,0.64,26.9,0.6,1.1,2.0
19.7,37.2,0.08,19.8,0.72,1.2,2.0
24.4,31.7,0.08,23.4,0.5,1.5,4.0
23.5,55.0,0.1,23.8,0.5,1.29,6
26.4,51.5,0.33,26.1,0.6,1.1,2.0
21.9,62.1,0.23,23.1,0.33,1.37,6
32.0,61.9,0.18,33.5,0.24,1.2,3.0
13.8,54.7,0.09,14.2,1.83,1.2,3.0
22.1,44.9,0.1,22.6,1.13,1.2,5
21.4,41.2,0.05,22.0,0.77,1.0,5.0
21.8,64.6,0.1,22.0,0.53,1.0,5.0
